nylat,nylng,nyculmt,chilat,chilng,chiculmt,denlat,denlng,denculmt
-73.95369161,40.828293,2777675,41.85823009,-87.61324587,2768450,39.66379111,-104.8785883,2797625
-73.95369337,40.82831794,2778125,41.85820532,-87.61324917,2768725,39.66379182,-104.8785608,2798275
-73.95369514,40.82834287,2778475,41.8581806,-87.61325284,2769125,39.66379254,-104.8785333,2798600
-73.9536969,40.82836781,2779100,41.85815589,-87.61325668,2769350,39.66379325,-104.8785058,2799250
-73.95369867,40.82839275,2779500,41.85813122,-87.61326073,2769775,39.66379396,-104.8784783,2799650
-73.95370044,40.82841769,2779725,41.8581066,-87.61326507,2770025,39.66379467,-104.8784509,2800000
-73.9537022,40.82844262,2780000,41.85808249,-87.61327115,2770275,39.66379538,-104.8784234,2800200
-73.95370397,40.82846756,2780650,41.85805944,-87.61328082,2770625,39.66379609,-104.8783959,2800650
-73.95370573,40.8284925,2781150,41.85803505,-87.61328627,2770850,39.66379681,-104.8783684,2800950
-73.95369434,40.8285139,2781725,41.85801063,-87.61329164,2771375,39.66379752,-104.8783409,2801350
-73.95368031,40.8285346,2782150,41.85798681,-87.6132992,2771775,39.66379823,-104.8783134,2801950
-73.95366628,40.82855529,2782375,41.85796317,-87.61330731,2772000,39.66379894,-104.8782859,2802400
-73.95365226,40.82857598,2782875,41.85793976,-87.61331609,2772525,39.66380268,-104.8782587,2803075
-73.95363823,40.82859668,2783350,41.85791584,-87.61332325,2772750,39.66380688,-104.8782315,2803350
-73.9536242,40.82861737,2783800,41.85789179,-87.61332998,2773350,39.66381108,-104.8782043,2804050
-73.95361017,40.82863806,2784150,41.85786894,-87.61334014,2773700,39.66381528,-104.8781772,2804600
-73.95359615,40.82865876,2784725,41.85784597,-87.61334995,2774350,39.66381947,-104.87815,2805050
-73.95358212,40.82867945,2785100,41.85782211,-87.6133574,2774875,39.66382367,-104.8781228,2805350
-73.95356809,40.82870014,2785525,41.85779831,-87.61336505,2775125,39.66382787,-104.8780956,2805750
-73.95355406,40.82872084,2785875,41.85777503,-87.61337416,2775725,39.66383207,-104.8780684,2806275
-73.95354003,40.82874153,2786300,41.85775168,-87.61338306,2776375,39.66383627,-104.8780413,2806725
-73.95352601,40.82876223,2786650,41.85772787,-87.61339068,2776750,39.66384047,-104.8780141,2807025
-73.95351198,40.82878292,2787150,41.85770406,-87.61339833,2777400,39.66384467,-104.8779869,2807625
-73.95349795,40.82880361,2787375,41.85768046,-87.61340656,2778000,39.66384886,-104.8779597,2808175
-73.95348392,40.82882431,2788025,41.85765681,-87.61341465,2778400,39.66385306,-104.8779326,2808875
-73.9534699,40.828845,2788475,41.85763297,-87.6134222,2778700,39.66385726,-104.8779054,2809425
-73.95345587,40.82886569,2788875,41.85760896,-87.61342911,2779075,39.66386146,-104.8778782,2809850
-73.95344184,40.82888639,2789225,41.85758466,-87.61343494,2779600,39.66386566,-104.877851,2810075
-73.95342781,40.82890708,2789850,41.85756004,-87.61343929,2780300,39.66386986,-104.8778238,2810325
-73.95341379,40.82892777,2790350,41.85753613,-87.61344647,2780875,39.66387406,-104.8777967,2810650
-73.95339976,40.82894847,2790825,41.85751233,-87.6134541,2781175,39.66387826,-104.8777695,2811350
-73.95338573,40.82896916,2791050,41.85748762,-87.6134579,2781600,39.66388245,-104.8777423,2811975
-73.9533717,40.82898986,2791250,41.8574631,-87.61346265,2782000,39.66388665,-104.8777151,2812400
-73.95335768,40.82901055,2791825,41.85743881,-87.61346856,2782550,39.66389085,-104.877688,2813000
-73.95334365,40.82903124,2792350,41.85741422,-87.61347307,2782975,39.66387054,-104.877678,2813525
-73.95332962,40.82905194,2792600,41.85738931,-87.613474,2783575,39.66384353,-104.8776728,2814175
-73.95331559,40.82907263,2793075,41.85736433,-87.61347491,2784250,39.66381653,-104.8776676,2814725
-73.95330157,40.82909332,2793325,41.85733936,-87.613476,2784775,39.66378953,-104.8776624,2815100
-73.95328754,40.82911402,2793525,41.85731436,-87.613476,2785250,39.66376253,-104.8776572,2815500
-73.95327351,40.82913471,2794225,41.85728936,-87.61347585,2785525,39.66373552,-104.877652,2816000
-73.95325948,40.8291554,2794600,41.8572644,-87.61347442,2785800,39.66370852,-104.8776468,2816625
-73.95324546,40.8291761,2795125,41.85723947,-87.61347254,2786400,39.66368152,-104.8776416,2816925
-73.95323143,40.82919679,2795475,41.85721455,-87.61347066,2786850,39.66365452,-104.8776364,2817125
-73.9532174,40.82921749,2796075,41.85718958,-87.61346935,2787100,39.66362751,-104.8776312,2817500
-73.95320337,40.82923818,2796650,41.85716472,-87.61346678,2787375,39.66360051,-104.877626,2818025
-73.95318934,40.82925887,2797250,41.85713996,-87.61346338,2787725,39.66357351,-104.8776208,2818300
-73.95317532,40.82927957,2797800,41.85711543,-87.61345881,2788200,39.6635465,-104.8776156,2818700
-73.95316129,40.82930026,2798450,41.85709171,-87.6134509,2788725,39.6635195,-104.8776104,2818950
-73.95314726,40.82932095,2798875,41.85706777,-87.61344371,2789175,39.6634925,-104.8776052,2819500
-73.95313323,40.82934165,2799200,41.85704372,-87.61343689,2789775,39.6634655,-104.8775999,2819975
-73.95311921,40.82936234,2799850,41.85702038,-87.61342795,2790150,39.66343849,-104.8775947,2820375
-73.95310518,40.82938303,2800275,41.85699703,-87.61341901,2790575,39.66341149,-104.8775895,2820925
-73.95309115,40.82940373,2800725,41.85697305,-87.61341195,2791250,39.66338449,-104.8775843,2821225
-73.95307712,40.82942442,2801200,41.85694906,-87.6134049,2791950,39.66335749,-104.8775791,2821600
-73.9530631,40.82944512,2801675,41.85692524,-87.61339733,2792575,39.66333191,-104.8775698,2821950
-73.95304907,40.82946581,2802275,41.85690144,-87.61338968,2793000,39.66330745,-104.8775572,2822275
-73.95303504,40.8294865,2802775,41.85687792,-87.61338122,2793275,39.66328299,-104.8775446,2822600
-73.95302101,40.8295072,2803000,41.85685468,-87.61337202,2793875,39.66325853,-104.8775321,2823200
-73.95300699,40.82952789,2803575,41.85683126,-87.61336328,2794300,39.66323407,-104.8775195,2823825
-73.95299296,40.82954858,2803775,41.85680764,-87.61335511,2794550,39.66320962,-104.8775069,2824275
-73.95297893,40.82956928,2804225,41.85678404,-87.61334685,2795025,39.66318516,-104.8774944,2824600
-73.9529649,40.82958997,2804800,41.85676052,-87.61333839,2795625,39.6631607,-104.8774818,2824925
-73.95295088,40.82961066,2805075,41.85673697,-87.61332999,2795825,39.66313624,-104.8774692,2825375
-73.95293685,40.82963136,2805525,41.85671325,-87.61332208,2796450,39.66311178,-104.8774567,2825700
-73.95292282,40.82965205,2805800,41.85668953,-87.61331418,2796800,39.66308732,-104.8774441,2826175
-73.95290879,40.82967275,2806450,41.85666593,-87.61330595,2797450,39.66306286,-104.8774315,2826500
-73.95289477,40.82969344,2807025,41.8566423,-87.61329777,2797675,39.66303841,-104.8774189,2826750
-73.95288074,40.82971413,2807250,41.85661859,-87.61328986,2798250,39.66301395,-104.8774064,2827300
-73.95286671,40.82973483,2807850,41.8565948,-87.61328216,2798775,39.66298949,-104.8773938,2827550
-73.95285268,40.82975552,2808150,41.85657109,-87.61327425,2799250,39.66296503,-104.8773812,2827775
-73.95283866,40.82977621,2808525,41.85654743,-87.61326617,2799650,39.66294057,-104.8773687,2828025
-73.95282463,40.82979691,2808925,41.85652426,-87.61325681,2800075,39.66291611,-104.8773561,2828650
-73.9528106,40.8298176,2809525,41.85650122,-87.61324711,2800400,39.66289165,-104.8773435,2829075
-73.95279657,40.82983829,2809950,41.85647886,-87.61323593,2800650,39.66286719,-104.8773309,2829650
-73.95278254,40.82985899,2810225,41.85645698,-87.61322385,2801075,39.66286399,-104.8773053,2830125
-73.95276852,40.82987968,2810525,41.85643557,-87.61321096,2801450,39.66286384,-104.8772778,2830475
-73.95275449,40.82990038,2810900,41.856415,-87.61319681,2802025,39.66286369,-104.8772503,2831100
-73.95274046,40.82992107,2811500,41.85639584,-87.61318076,2802325,39.66286353,-104.8772228,2831400
-73.95272643,40.82994176,2812000,41.85637717,-87.61316417,2802950,39.66286338,-104.8771953,2831900
-73.95271241,40.82996246,2812375,41.85635949,-87.61314649,2803475,39.66286323,-104.8771678,2832575
-73.95269838,40.82998315,2812725,41.85634204,-87.61312859,2804100,39.66286308,-104.8771403,2833150
-73.95268435,40.83000384,2812975,41.85632492,-87.61311037,2804400,39.66286292,-104.8771128,2833400
-73.95267032,40.83002454,2813625,41.8563077,-87.61309225,2804950,39.66286277,-104.8770853,2833775
-73.9526563,40.83004523,2814175,41.85629038,-87.61307422,2805175,39.66286262,-104.8770578,2834250
-73.95264227,40.83006592,2814625,41.856273,-87.61305625,2805575,39.66286246,-104.8770303,2834950
-73.95262824,40.83008662,2815025,41.85625482,-87.61303911,2806100,39.66286231,-104.8770028,2835150
-73.95261421,40.83010731,2815450,41.85623585,-87.61302285,2806400,39.66286216,-104.8769753,2835775
-73.95260019,40.83012801,2816000,41.85621593,-87.61300774,2806825,39.662862,-104.8769478,2836150
-73.95258616,40.8301487,2816675,41.85619615,-87.61299245,2807450,39.66286185,-104.8769203,2836850
-73.95257213,40.83016939,2816875,41.85617661,-87.61297687,2807875,39.6628617,-104.8768928,2837075
-73.9525581,40.83019009,2817225,41.85615736,-87.61296092,2808375,39.66286155,-104.8768653,2837625
-73.95254408,40.83021078,2817475,41.85613676,-87.6129469,2809000,39.66286139,-104.8768378,2837925
-73.95253005,40.83023147,2817850,41.85611518,-87.61293429,2809500,39.66286124,-104.8768103,2838250
-73.95251602,40.83025217,2818300,41.8560938,-87.61292133,2809725,39.66286109,-104.8767828,2838825
-73.95250199,40.83027286,2818750,41.85607241,-87.61290838,2810025,39.66286093,-104.8767553,2839425
-73.95248797,40.83029355,2819300,41.85605102,-87.61289544,2810675,39.66286078,-104.8767278,2839825
-73.95247394,40.83031425,2819575,41.85602945,-87.61288281,2811200,39.66286062,-104.8767003,2840175
-73.95245991,40.83033494,2820125,41.85600781,-87.61287029,2811650,39.6628604,-104.8766728,2840400
-73.95244588,40.83035564,2820325,41.85598614,-87.61285783,2812050,39.66286018,-104.8766453,2841050
-73.95243186,40.83037633,2820775,41.85596507,-87.61284441,2812375,39.66285996,-104.8766178,2841550
-73.95241783,40.83039702,2821300,41.85594453,-87.61283015,2812750,39.66285974,-104.8765903,2842175
-73.9524038,40.83041772,2821625,41.85592423,-87.61281557,2813425,39.66285952,-104.8765628,2842775
-73.95238977,40.83043841,2822050,41.85590399,-87.61280089,2813850,39.6628593,-104.8765353,2843375
-73.95237574,40.8304591,2822350,41.85588438,-87.6127854,2814050,39.66285908,-104.8765078,2843925
-73.95236172,40.8304798,2822975,41.85586542,-87.61276916,2814325,39.66285886,-104.8764803,2844200
-73.95234769,40.83050049,2823400,41.85584839,-87.61275086,2814900,39.66285864,-104.8764528,2844825
-73.95233366,40.83052118,2824000,41.85583137,-87.61273255,2815225,39.66285842,-104.8764253,2845325
-73.95231963,40.83054188,2824625,41.85581438,-87.61271421,2815725,39.6628582,-104.8763978,2845925
-73.95230561,40.83056257,2824825,41.85579761,-87.61269567,2816275,39.66285798,-104.8763703,2846400
-73.95229158,40.83058327,2825375,41.85578083,-87.61267713,2816975,39.66285776,-104.8763428,2846700
-73.95227755,40.83060396,2825800,41.85576525,-87.6126576,2817650,39.66285754,-104.8763153,2847050
-73.95226352,40.83062465,2826050,41.8557499,-87.61263787,2818025,39.66285732,-104.8762878,2847575
-73.9522495,40.83064535,2826650,41.85573459,-87.6126181,2818675,39.6628571,-104.8762603,2847800
-73.95223547,40.83066604,2827175,41.85571969,-87.61259802,2819325,39.66285688,-104.8762328,2848000
-73.95222144,40.83068673,2827725,41.8557048,-87.61257795,2819800,39.66285666,-104.8762053,2848475
-73.95220701,40.83070714,2827950,41.85568991,-87.61255787,2820500,39.66285644,-104.8761778,2849125
-73.95219222,40.8307273,2828200,41.85567544,-87.61253747,2820750,39.66285622,-104.8761503,2849325
-73.95217742,40.83074745,2828650,41.85566098,-87.61251708,2821225,39.662856,-104.8761228,2849950
-73.95216263,40.8307676,2829100,41.85564683,-87.61249648,2821800,39.66285578,-104.8760953,2850375
-73.95214783,40.83078775,2829525,41.85563335,-87.61247542,2822300,39.66285707,-104.8760679,2850975
-73.95213303,40.8308079,2830100,41.85561988,-87.61245437,2822975,39.66286026,-104.8760406,2851300
-73.95211824,40.83082805,2830575,41.8556064,-87.61243331,2823450,39.66286345,-104.8760133,2851625
-73.95210344,40.8308482,2831200,41.85559315,-87.61241211,2823825,39.66286664,-104.875986,2851925
-73.95208865,40.83086836,2831500,41.85557997,-87.61239087,2824375,39.66286983,-104.8759587,2852425
-73.95207385,40.83088851,2831950,41.85556679,-87.61236962,2824975,39.66287302,-104.8759314,2852875
-73.95205905,40.83090866,2832475,41.85555362,-87.61234837,2825350,39.66287621,-104.875904,2853475
-73.95204426,40.83092881,2833000,41.8555408,-87.61232691,2825825,39.66287939,-104.8758767,2853700
-73.95202946,40.83094896,2833375,41.85552797,-87.61230545,2826475,39.66288258,-104.8758494,2854400
-73.95201467,40.83096911,2833750,41.85551515,-87.61228399,2826900,39.66288577,-104.8758221,2854850
-73.95199987,40.83098926,2834325,41.85550232,-87.61226253,2827100,39.66288896,-104.8757948,2855275
-73.95198507,40.83100942,2834625,41.85548864,-87.61224161,2827600,39.66289215,-104.8757675,2855950
-73.95197028,40.83102957,2834850,41.85547494,-87.6122207,2828125,39.66289534,-104.8757402,2856150
-73.95195548,40.83104972,2835200,41.8554614,-87.61219969,2828825,39.66289853,-104.8757128,2856625
-73.95194069,40.83106987,2835800,41.85544849,-87.61217827,2829500,39.66290171,-104.8756855,2857075
-73.95192589,40.83109002,2836225,41.85543559,-87.61215686,2830200,39.6629049,-104.8756582,2857275
-73.95191109,40.83111017,2836450,41.85542268,-87.61213545,2830750,39.66290809,-104.8756309,2857600
-73.9518963,40.83113032,2836675,41.85540922,-87.61211439,2831050,39.66291128,-104.8756036,2858275
-73.9518815,40.83115048,2837175,41.85539561,-87.61209342,2831250,39.66291447,-104.8755763,2858625
-73.95186671,40.83117063,2837875,41.85538204,-87.61207243,2831825,39.66291766,-104.875549,2858850
-73.95185191,40.83119078,2838475,41.85536899,-87.6120511,2832100,39.66292085,-104.8755216,2859500
-73.95183711,40.83121093,2838800,41.85535594,-87.61202977,2832475,39.66292403,-104.8754943,2859700
-73.95182232,40.83123108,2839325,41.8553429,-87.61200845,2832850,39.66292722,-104.875467,2860075
-73.95180752,40.83125123,2839975,41.85532983,-87.61198714,2833075,39.6629297,-104.8754396,2860275
-73.95179273,40.83127138,2840175,41.85531649,-87.61196599,2833350,39.66293191,-104.8754122,2860650
-73.95177793,40.83129154,2840450,41.85530315,-87.61194485,2833675,39.66293411,-104.8753848,2860975
-73.95176313,40.83131169,2840950,41.8552898,-87.61192371,2833875,39.66293631,-104.8753574,2861300
-73.95174834,40.83133184,2841525,41.85527533,-87.61190333,2834125,39.66293852,-104.87533,2861950
-73.95173354,40.83135199,2842200,41.85526086,-87.61188294,2834375,39.66294072,-104.8753026,2862300
-73.95171875,40.83137214,2842400,41.85524639,-87.61186255,2835025,39.66294292,-104.8752752,2862975
-73.95170395,40.83139229,2843050,41.85523145,-87.61184251,2835450,39.66294513,-104.8752477,2863450
-73.95168915,40.83141244,2843325,41.85521649,-87.61182247,2836150,39.66294733,-104.8752203,2864050
-73.95167436,40.83143259,2843575,41.85520154,-87.61180244,2836850,39.66294953,-104.8751929,2864525
-73.95165956,40.83145275,2843900,41.855187,-87.61178211,2837325,39.66295174,-104.8751655,2865175
-73.95164477,40.8314729,2844325,41.85517301,-87.61176139,2837600,39.66295394,-104.8751381,2865575
-73.95162997,40.83149305,2844675,41.85515901,-87.61174068,2838000,39.66295614,-104.8751107,2865975
-73.95161517,40.8315132,2845075,41.85514502,-87.61171996,2838625,39.66295835,-104.8750833,2866425
-73.95160038,40.83153335,2845275,41.85512991,-87.61170007,2839175,39.66296055,-104.8750559,2866850
-73.95158558,40.8315535,2845625,41.85511433,-87.61168051,2839875,39.66296275,-104.8750285,2867275
-73.95157079,40.83157365,2846300,41.85509876,-87.61166095,2840150,39.66296496,-104.875001,2867725
-73.95155599,40.83159381,2847000,41.85508182,-87.61164257,2840400,39.66296716,-104.8749736,2868275
-73.95154119,40.83161396,2847700,41.85506481,-87.61162425,2840900,39.66296936,-104.8749462,2868700
-73.9515264,40.83163411,2847975,41.8550465,-87.61160728,2841275,39.66297156,-104.8749188,2869075
-73.9515116,40.83165426,2848450,41.85502752,-87.61159101,2841725,39.66297377,-104.8748914,2869400
-73.95149681,40.83167441,2848975,41.85500881,-87.61157443,2841925,39.66297597,-104.874864,2869925
-73.95148201,40.83169456,2849200,41.85499046,-87.61155745,2842475,39.66297817,-104.8748366,2870625
-73.95146721,40.83171471,2849550,41.8549715,-87.61154124,2843125,39.66297935,-104.8748091,2871200
-73.95145242,40.83173487,2850000,41.85495085,-87.61152714,2843700,39.66298053,-104.8747816,2871900
-73.95143762,40.83175502,2850550,41.85492987,-87.61151359,2844325,39.66298171,-104.8747541,2872150
-73.95142283,40.83177517,2850825,41.85490802,-87.61150145,2844950,39.66298289,-104.8747267,2872375
-73.95140803,40.83179532,2851450,41.85488593,-87.61148979,2845475,39.66298407,-104.8746992,2872725
-73.95139323,40.83181547,2851775,41.85486301,-87.6114798,2845900,39.66298525,-104.8746717,2873100
-73.95137844,40.83183562,2852350,41.85483976,-87.61147066,2846325,39.66298644,-104.8746442,2873525
-73.95136364,40.83185577,2852675,41.8548162,-87.6114623,2846900,39.66298762,-104.8746168,2874025
-73.95135489,40.83187831,2853225,41.85479264,-87.61145394,2847550,39.6629888,-104.8745893,2874475
-73.9513519,40.83190313,2853775,41.85476894,-87.61144598,2847950,39.66298998,-104.8745618,2874825
-73.95134892,40.83192796,2854025,41.85474522,-87.61143807,2848450,39.66299116,-104.8745343,2875100
-73.95134594,40.83195278,2854300,41.8547215,-87.61143017,2849025,39.66299234,-104.8745069,2875525
-73.95134296,40.8319776,2854725,41.85469779,-87.61142226,2849400,39.66299352,-104.8744794,2875875
-73.95133997,40.83200242,2855225,41.85467393,-87.6114148,2849925,39.6629947,-104.8744519,2876100
-73.95133699,40.83202724,2855600,41.85464981,-87.61140822,2850575,39.66299588,-104.8744245,2876800
-73.95133401,40.83205206,2856075,41.85462571,-87.6114016,2851125,39.66299706,-104.874397,2877075
-73.95133103,40.83207689,2856325,41.85460184,-87.61139416,2851775,39.66299824,-104.8743695,2877450
-73.95132805,40.83210171,2856600,41.85457797,-87.61138673,2852150,39.66299943,-104.874342,2877975
-73.95132506,40.83212653,2857300,41.85455395,-87.61137981,2852425,39.66300061,-104.8743146,2878550
-73.95132208,40.83215135,2857525,41.85452979,-87.61137341,2852825,39.66300179,-104.8742871,2879250
-73.9513191,40.83217617,2857900,41.85450562,-87.61136702,2853050,39.66300297,-104.8742596,2879575
-73.95131612,40.83220099,2858450,41.85448164,-87.61135994,2853450,39.66300415,-104.8742321,2880050
-73.95131145,40.83222504,2858900,41.85445776,-87.61135256,2853750,39.66300533,-104.8742047,2880675
-73.9512946,40.83224351,2859525,41.85443373,-87.61134568,2854025,39.66300651,-104.8741772,2881250
-73.95127776,40.83226198,2859975,41.85440948,-87.61133962,2854500,39.66300769,-104.8741497,2881850
-73.95126091,40.83228046,2860350,41.85438541,-87.61133288,2854925,39.66300887,-104.8741222,2882400
-73.95124406,40.83229893,2860950,41.85436148,-87.61132567,2855125,39.66301005,-104.8740948,2882975
-73.95122721,40.8323174,2861450,41.85433749,-87.61131862,2855400,39.66301123,-104.8740673,2883300
-73.95121037,40.83233587,2861700,41.85431351,-87.61131156,2855625,39.66301242,-104.8740398,2883900
-73.95119352,40.83235434,2862225,41.85428956,-87.61130439,2856275,39.6630136,-104.8740123,2884175
-73.95117667,40.83237281,2862850,41.85426568,-87.611297,2856525,39.66301478,-104.8739849,2884500
-73.95115982,40.83239128,2863050,41.85424172,-87.61128987,2857175,39.66301596,-104.8739574,2884975
-73.95114298,40.83240975,2863750,41.8542177,-87.61128291,2857850,39.66301714,-104.8739299,2885350
-73.95112613,40.83242822,2864125,41.8541938,-87.61127558,2858075,39.66301832,-104.8739024,2885850
-73.95110928,40.83244669,2864450,41.8541699,-87.61126825,2858525,39.6630195,-104.873875,2886425
-73.95109243,40.83246516,2864900,41.854146,-87.61126092,2858875,39.66302068,-104.8738475,2886925
-73.95107559,40.83248363,2865525,41.85412229,-87.61125298,2859200,39.66302186,-104.87382,2887425
-73.95105874,40.8325021,2866225,41.85409862,-87.61124496,2859575,39.66302304,-104.8737925,2887825
-73.95104189,40.83252057,2866925,41.85407472,-87.61123768,2859825,39.66302423,-104.8737651,2888325
-73.95102504,40.83253904,2867225,41.85405047,-87.61123162,2860500,39.66302541,-104.8737376,2888575
-73.9510082,40.83255751,2867775,41.85402621,-87.61122555,2860700,39.66302659,-104.8737101,2888800
-73.95099135,40.83257598,2868425,41.85400238,-87.61121804,2860900,39.66302777,-104.8736826,2889150
-73.9509745,40.83259445,2868825,41.85397858,-87.61121037,2861475,39.66302895,-104.8736552,2889525
-73.95095765,40.83261292,2869275,41.85395463,-87.61120322,2862125,39.66303013,-104.8736277,2889850
-73.95094081,40.8326314,2869975,41.85393048,-87.61119675,2862525,39.66303131,-104.8736002,2890400
-73.95092396,40.83264987,2870350,41.85390637,-87.61119017,2862850,39.66303132,-104.8735727,2891050
-73.95090711,40.83266834,2871050,41.85388254,-87.61118262,2863500,39.66303037,-104.8735452,2891525
-73.95089026,40.83268681,2871300,41.8538587,-87.61117507,2863925,39.66302943,-104.8735178,2891925
-73.95087342,40.83270528,2871500,41.85383481,-87.61116772,2864125,39.66302848,-104.8734903,2892150
-73.95085657,40.83272375,2872175,41.85381088,-87.61116049,2864425,39.66302754,-104.8734628,2892675
-73.95083972,40.83274222,2872800,41.85378704,-87.61115296,2864925,39.66302659,-104.8734353,2893125
-73.95082287,40.83276069,2873500,41.85376337,-87.61114493,2865175,39.66302565,-104.8734078,2893425
-73.95080603,40.83277916,2873775,41.85373969,-87.61113692,2865825,39.6630247,-104.8733803,2894000
-73.95078918,40.83279763,2874350,41.85371555,-87.6111304,2866150,39.66302375,-104.8733529,2894300
-73.95078994,40.83282199,2874650,41.85369141,-87.61112389,2866575,39.66302281,-104.8733254,2894975
-73.95079229,40.83284688,2874950,41.85366738,-87.611117,2866775,39.66302186,-104.8732979,2895525
-73.95079464,40.83287177,2875250,41.85364352,-87.61110956,2867275,39.66302092,-104.8732704,2895750
-73.95079699,40.83289666,2875600,41.85361965,-87.61110212,2867550,39.66301997,-104.8732429,2896450
-73.95079934,40.83292154,2875850,41.85359587,-87.61109443,2867975,39.66301903,-104.8732154,2896700
-73.95080169,40.83294643,2876475,41.85357249,-87.61108558,2868300,39.66301808,-104.873188,2896900
-73.95080404,40.83297132,2876825,41.85354911,-87.61107672,2868775,39.66301714,-104.8731605,2897350
-73.95080639,40.83299621,2877350,41.85352558,-87.61106831,2869100,39.66301619,-104.873133,2897650
-73.95080874,40.8330211,2877800,41.85350176,-87.61106072,2869500,39.66301524,-104.8731055,2898000
-73.95081108,40.83304599,2878325,41.85347794,-87.61105313,2870100,39.6630143,-104.873078,2898450
-73.95081343,40.83307088,2878575,41.85345425,-87.61104516,2870300,39.66301335,-104.8730505,2899075
-73.95081578,40.83309577,2879050,41.8534307,-87.61103675,2870700,39.66301241,-104.8730231,2899475
-73.95081813,40.83312066,2879425,41.85340711,-87.61102846,2871050,39.66301146,-104.8729956,2899850
-73.95081714,40.83314479,2879675,41.85338351,-87.61102024,2871250,39.66301052,-104.8729681,2900100
-73.95080424,40.8331662,2880175,41.8533599,-87.61101201,2871700,39.66300933,-104.8729406,2900700
-73.95079133,40.83318761,2880775,41.85333628,-87.61100383,2872125,39.66300809,-104.8729131,2901275
-73.95077842,40.83320902,2881375,41.85331265,-87.61099565,2872800,39.66300686,-104.8728857,2901600
-73.95076551,40.83323043,2881650,41.85328948,-87.61098631,2873500,39.66300562,-104.8728582,2902300
-73.95075261,40.83325184,2882275,41.85326652,-87.61097641,2873850,39.66300439,-104.8728307,2902700
-73.9507397,40.83327325,2882550,41.85324352,-87.61096663,2874300,39.66300316,-104.8728033,2903050
-73.95072679,40.83329466,2883050,41.85322025,-87.61095748,2874775,39.66300192,-104.8727758,2903575
-73.95071388,40.83331607,2883450,41.85319699,-87.61094832,2875350,39.66300069,-104.8727483,2903875
-73.95070097,40.83333748,2884100,41.85317377,-87.61093906,2875650,39.66299946,-104.8727208,2904350
-73.95068807,40.83335889,2884425,41.85315059,-87.6109297,2875850,39.66299822,-104.8726934,2904650
-73.95067516,40.8333803,2885075,41.85312743,-87.61092027,2876200,39.66299699,-104.8726659,2905150
-73.95066225,40.83340171,2885650,41.85310435,-87.61091067,2876825,39.66299576,-104.8726384,2905500
-73.95064934,40.83342312,2885850,41.85308127,-87.61090107,2877525,39.66299452,-104.8726109,2906050
-73.95063644,40.83344453,2886100,41.85305818,-87.61089147,2877925,39.66299329,-104.8725835,2906450
-73.95062353,40.83346594,2886775,41.8530351,-87.61088187,2878250,39.66299206,-104.872556,2906750
-73.95061062,40.83348735,2887375,41.85301261,-87.61087095,2878750,39.66299082,-104.8725285,2906950
-73.95059771,40.83350876,2887725,41.85299019,-87.6108599,2879050,39.66298959,-104.8725011,2907525
-73.95058481,40.83353017,2888400,41.85296776,-87.61084885,2879400,39.66298835,-104.8724736,2907900
-73.9505719,40.83355158,2888600,41.85294524,-87.61083801,2879850,39.66298712,-104.8724461,2908150
-73.95055899,40.83357299,2889250,41.85292269,-87.61082722,2880350,39.66298589,-104.8724186,2908800
-73.95054608,40.8335944,2889875,41.85290014,-87.61081642,2880925,39.66298465,-104.8723912,2909400
-73.95053318,40.83361581,2890225,41.85287729,-87.6108063,2881525,39.66298342,-104.8723637,2909775
-73.95052027,40.83363722,2890775,41.85285429,-87.61079648,2881825,39.66298141,-104.8723363,2910450
-73.95050736,40.83365863,2891275,41.8528313,-87.61078667,2882525,39.66297397,-104.8723099,2910700
-73.95049445,40.83368004,2891900,41.85280826,-87.61077695,2882850,39.66296654,-104.8722834,2911225
-73.95048155,40.83370145,2892275,41.85278518,-87.61076736,2883125,39.66295911,-104.8722569,2911925
-73.95046864,40.83372286,2892650,41.85276209,-87.61075777,2883750,39.66295168,-104.8722304,2912600
-73.95045573,40.83374427,2892900,41.85273904,-87.61074809,2884425,39.66294424,-104.872204,2913175
-73.95044282,40.83376568,2893225,41.85271636,-87.61073757,2885025,39.66293681,-104.8721775,2913625
-73.95042991,40.83378709,2893675,41.85269368,-87.61072706,2885600,39.66292938,-104.872151,2914150
-73.95041701,40.8338085,2894075,41.852671,-87.61071654,2885800,39.66292195,-104.8721245,2914575
-73.9504041,40.83382991,2894500,41.85264832,-87.61070602,2886025,39.66291451,-104.8720981,2915275
-73.95039119,40.83385132,2895125,41.85262564,-87.6106955,2886600,39.66290708,-104.8720716,2915475
-73.95037828,40.83387273,2895525,41.85260296,-87.61068498,2887050,39.66289965,-104.8720451,2915925
-73.95036538,40.83389414,2896125,41.85258025,-87.61067453,2887325,39.66289222,-104.8720186,2916175
-73.95035247,40.83391555,2896450,41.85255754,-87.61066408,2887800,39.66288479,-104.8719922,2916475
-73.95033956,40.83393696,2897100,41.8525349,-87.61065349,2888000,39.66287735,-104.8719657,2916675
-73.95032665,40.83395837,2897325,41.85251247,-87.61064244,2888325,39.66286992,-104.8719392,2917175
-73.95031375,40.83397978,2897900,41.85249005,-87.61063139,2889025,39.66286249,-104.8719127,2917850
-73.95030084,40.83400119,2898350,41.85246766,-87.61062026,2889625,39.66285506,-104.8718862,2918225
-73.95028793,40.8340226,2898575,41.8524455,-87.6106087,2890300,39.66284762,-104.8718598,2918525
